transaction_id,customer_id,transaction_date,online_order,order_status,product_id
57,2294,2017-08-30,1,Approved,94
58,1031,2017-11-14,0,Approved,91
59,993,2017-02-15,1,Approved,93
60,3473,2017-12-18,0,Approved,60
61,1839,2017-02-24,0,Approved,0
62,1824,2017-12-18,1,Approved,33
63,368,2017-12-17,0,Approved,35
64,2000,2017-07-08,0,Approved,0
65,825,2017-05-16,1,Approved,28
66,3315,2017-02-23,1,Approved,86
67,75,2017-07-03,1,Approved,2
68,1498,2017-09-30,1,Approved,4
69,1612,2017-10-21,1,Approved,38
70,2192,2017-05-06,1,Approved,27
71,419,2017-01-03,0,Approved,54
72,3307,2017-05-09,1,Approved,77
73,2430,2017-07-23,0,Approved,22
74,1506,2017-01-21,1,Approved,56
75,1346,2017-06-20,0,Approved,58
76,927,2017-03-10,0,Approved,22
77,763,2017-06-02,0,Approved,50
78,2397,2017-11-07,0,Approved,80
79,102,2017-09-12,1,Approved,87
80,2884,2017-12-16,0,Approved,15
81,759,2017-10-07,1,Approved,84
82,773,2017-04-27,1,Approved,21
83,3398,2017-04-01,1,Approved,0
84,3297,2017-11-02,1,Approved,33
85,2434,2017-02-13,1,Approved,84
86,1861,2017-07-19,0,Approved,1
87,1233,2017-05-23,0,Approved,27
88,1390,2017-08-06,0,Approved,31
89,2682,2017-04-04,1,Approved,0
90,439,2017-08-15,1,Approved,62
91,1579,2017-04-15,1,Approved,17
92,2984,2017-07-25,1,Approved,73
93,3470,2017-11-28,1,Approved,33
94,1,2017-12-23,0,Approved,86
95,757,2017-02-26,0,Approved,45
96,1778,2017-02-21,0,Approved,1
97,211,2017-05-31,1,Approved,80
98,333,2017-06-23,0,Approved,49
99,32,2017-03-26,0,Approved,95
100,119,2017-07-31,0,Approved,0
101,2347,2017-07-27,0,Approved,18
102,2353,2017-04-14,0,Approved,4
103,788,2017-11-12,0,Approved,33
104,1468,2017-09-12,0,Approved,78
105,821,2017-10-26,0,Approved,89
106,2489,2017-02-15,0,Approved,70
107,2710,2017-12-22,0,Approved,79
108,947,2017-10-11,1,Approved,26
109,1335,2017-03-27,1,Approved,39
110,1076,2017-11-04,0,Approved,36
111,3320,2017-06-11,1,Approved,0
112,779,2017-10-09,0,Approved,84
113,3296,2017-06-07,1,Approved,98
114,455,2017-10-24,1,Approved,75
115,1779,2017-05-01,0,Approved,76
116,2703,2017-11-21,1,Approved,72
117,806,2017-03-24,0,Approved,42
118,22,2017-03-21,0,Approved,20
119,1591,2017-02-20,0,Approved,64
120,678,2017-06-16,0,Approved,0
121,50,2017-12-04,0,Approved,25
122,1038,2017-12-01,1,Approved,24
123,1453,2017-03-05,1,Approved,31
124,1339,2017-03-21,0,Approved,98
125,3382,2017-01-03,1,Approved,22
126,773,2017-04-01,0,Approved,53
127,2503,2017-03-16,1,Approved,84
128,1057,2017-02-26,0,Approved,25
129,1397,2017-06-05,0,Approved,50
130,2134,2017-09-04,0,Approved,44
131,2403,2017-01-18,1,Approved,96
132,1937,2017-09-28,0,Approved,12
133,1282,2017-09-02,1,Approved,93
134,2183,2017-05-09,0,Approved,78
135,1788,2017-10-17,0,Approved,84
136,1170,2017-04-25,1,Approved,65
137,431,2017-09-23,0,Approved,0
138,1940,2017-08-02,0,Approved,29
139,2073,2017-03-25,0,Cancelled,32
140,462,2017-01-01,0,Approved,11
141,2728,2017-12-22,0,Approved,10
142,2053,2017-12-25,0,Approved,46
143,2135,2017-01-26,1,Approved,60
144,1217,2017-12-20,0,Approved,92
145,2992,2017-06-07,1,Approved,7
146,3261,2017-04-06,1,Approved,41
147,2748,2017-04-25,1,Approved,67
148,3262,2017-01-13,0,Approved,14
149,788,2017-03-21,0,Approved,89
150,3067,2017-11-21,1,Approved,9
151,701,2017-11-11,0,Approved,31
152,648,2017-10-16,0,Approved,92
153,3286,2017-08-19,1,Approved,37
154,3383,2017-04-06,1,Approved,3
155,982,2017-11-04,1,Approved,56
156,676,2017-08-22,1,Approved,14
157,385,2017-09-15,1,Approved,6
158,1229,2017-03-01,1,Approved,50
159,3232,2017-08-16,0,Approved,10
160,3300,2017-08-27,0,Approved,0
161,2381,2017-07-10,0,Approved,69
162,371,2017-12-11,0,Approved,78
163,2519,2017-05-20,1,Approved,80
164,2264,2017-07-30,0,Approved,17
165,2637,2017-10-25,1,Approved,3
166,3262,2017-11-27,0,Approved,78
167,3177,2017-04-26,0,Approved,90
168,2267,2017-02-02,0,Approved,87
169,456,2017-05-02,0,Approved,97
170,404,2017-10-16,0,Approved,6
171,3121,2017-10-22,0,Approved,100
172,2365,2017-04-11,1,Approved,55
173,2528,2017-11-16,0,Approved,100
174,3151,2017-12-17,0,Approved,10
175,3241,2017-12-23,0,Approved,25
176,1335,2017-03-30,1,Approved,74
177,2234,2017-04-13,0,Approved,90
178,3226,2017-07-25,1,Approved,56
179,1365,2017-01-31,0,Approved,62
180,3349,2017-03-18,1,Approved,20
181,1002,2017-02-24,0,Approved,17
182,2282,2017-02-18,0,Approved,16
183,2656,2017-01-07,0,Approved,46
184,2409,2017-07-05,1,Approved,71
185,1711,2017-11-19,0,Approved,91
186,2582,2017-11-08,1,Approved,17
187,1005,2017-07-24,1,Approved,1
188,1597,2017-01-15,1,Approved,3
189,2713,2017-01-12,1,Approved,56
190,1435,2017-11-27,1,Approved,37
191,1477,2017-06-30,1,Approved,34
192,1614,2017-07-15,1,Approved,0
193,1254,2017-06-22,1,Approved,12
194,1423,2017-05-02,0,Approved,25
195,276,2017-12-27,0,Approved,81
196,1315,2017-12-21,1,Approved,19
197,591,2017-05-23,1,Approved,45
198,1017,2017-02-02,0,Approved,74
199,2123,2017-06-08,0,Approved,33
200,2889,2017-04-15,1,Approved,57
201,3208,2017-09-05,1,Approved,0
202,2406,2017-02-26,1,Approved,23
203,2041,2017-07-29,0,Approved,67
204,1598,2017-07-03,1,Approved,81
205,1842,2017-05-27,1,Approved,58
206,141,2017-05-05,0,Approved,5
207,1321,2017-09-09,0,Approved,94
208,183,2017-05-21,0,Approved,51
209,2591,2017-09-22,0,Approved,59
210,3356,2017-04-12,1,Approved,63
211,766,2017-05-07,1,Approved,40
212,1596,2017-01-13,0,Approved,80
213,520,2017-12-14,0,Approved,82
214,868,2017-03-22,1,Approved,46
215,2999,2017-09-30,0,Approved,78
216,352,2017-11-29,1,Approved,72
217,1140,2017-06-09,0,Approved,75
218,621,2017-04-21,0,Approved,40
219,3307,2017-11-13,0,Approved,2
220,1502,2017-04-09,1,Approved,10
221,936,2017-05-08,0,Approved,35
222,939,2017-07-08,1,Approved,8
223,2698,2017-11-30,0,Approved,2
224,579,2017-04-25,1,Approved,69
225,2036,2017-03-30,1,Approved,54
226,3077,2017-03-10,0,Approved,8
227,369,2017-03-16,1,Approved,86
228,821,2017-04-04,1,Approved,13
229,2687,2017-03-13,1,Approved,19
230,681,2017-12-23,1,Approved,86
231,37,2017-08-12,1,Approved,46
232,3002,2017-08-04,0,Approved,30
233,396,2017-09-01,0,Approved,92
234,550,2017-09-01,1,Approved,71
235,1605,2017-07-02,0,Approved,77
236,2325,2017-08-31,1,Approved,7
237,1420,2017-03-11,1,Approved,23
238,3099,2017-10-08,0,Approved,12
239,1645,2017-10-01,1,Approved,61
240,546,2017-11-23,0,Approved,21
241,2885,2017-03-27,1,Approved,86
242,2740,2017-12-04,0,Approved,57
243,3166,2017-11-13,1,Approved,63
244,3487,2017-12-20,1,Approved,63
245,2890,2017-09-22,1,Approved,33
246,3370,2017-01-22,0,Approved,98
247,3393,2017-01-29,1,Approved,15
248,2410,2017-07-21,0,Approved,57
249,3466,2017-02-10,1,Approved,61
250,1454,2017-11-25,0,Cancelled,48
251,1967,2017-04-11,0,Approved,63
252,3089,2017-12-03,0,Approved,78
253,3123,2017-12-30,0,Approved,2
254,2692,2017-07-26,0,Approved,67
255,2801,2017-04-01,1,Cancelled,67
256,1580,2017-10-22,1,Approved,13
257,352,2017-03-22,0,Approved,65
258,1777,2017-06-15,1,Approved,49
259,142,2017-07-06,1,Approved,87
260,3393,2017-12-28,0,Approved,31
261,599,2017-05-09,0,Approved,17
262,1258,2017-01-18,0,Approved,91
263,3405,2017-10-22,1,Approved,53
264,3198,2017-01-30,0,Approved,38
265,834,2017-06-26,0,Approved,20
266,3467,2017-11-07,1,Approved,44
267,3436,2017-08-13,1,Approved,69
268,1516,2017-08-27,0,Approved,68
269,2833,2017-01-25,1,Approved,11
270,2362,2017-02-13,0,Approved,2
271,2337,2017-07-11,0,Approved,27
272,2149,2017-04-30,1,Approved,0
273,2133,2017-05-19,0,Approved,81
274,360,2017-05-26,1,Approved,6
275,2969,2017-02-03,1,Approved,76
276,1720,2017-04-28,0,Approved,18
277,2904,2017-03-23,0,Approved,18
278,754,2017-06-03,0,Approved,9
279,1826,2017-04-25,0,Approved,35
280,2487,2017-04-08,0,Approved,93
281,2815,2017-02-18,0,Approved,40
282,541,2017-05-04,0,Approved,1
283,302,2017-03-29,0,Approved,16
284,2024,2017-10-03,1,Approved,44
285,142,2017-07-27,1,Approved,48
286,768,2017-08-07,1,Approved,56
287,2147,2017-02-07,1,Approved,36
288,529,2017-11-20,1,Approved,36
289,825,2017-02-23,0,Approved,13
290,624,2017-04-05,1,Approved,55
291,2302,2017-11-07,0,Approved,38
292,3380,2017-10-28,0,Approved,64
293,314,2017-11-19,0,Approved,0
294,1079,2017-08-25,1,Approved,79
295,1643,2017-01-20,1,Approved,11
296,1524,2017-03-14,1,Approved,91
297,3205,2017-04-14,1,Approved,18
298,2860,2017-11-20,1,Approved,17
299,772,2017-05-24,0,Approved,13
300,323,2017-03-25,1,Approved,4
301,2530,2017-03-24,0,Approved,78
302,2426,2017-03-17,1,Approved,42
303,1883,2017-11-18,0,Approved,48
304,2745,2017-04-07,0,Approved,12
305,2819,2017-01-04,0,Approved,77
306,792,2017-12-13,0,Approved,25
307,923,2017-04-20,0,Approved,35
308,3353,2017-07-21,0,Approved,7
309,3394,2017-11-27,0,Approved,68
310,3213,2017-10-21,0,Approved,75
311,3260,2017-03-07,0,Approved,77
312,1015,2017-12-04,0,Approved,1
313,2266,2017-01-25,0,Approved,81
314,58,2017-08-20,1,Approved,6
315,3118,2017-12-18,1,Approved,40
316,1414,2017-08-01,0,Approved,62
317,2202,2017-06-19,1,Approved,90
318,2144,2017-05-31,1,Approved,32
319,1033,2017-10-09,1,Approved,65
320,2157,2017-06-20,1,Approved,15
321,1097,2017-01-23,0,Approved,36
322,2757,2017-04-19,0,Approved,12
323,87,2017-11-08,1,Approved,67
324,2049,2017-10-11,0,Approved,87
325,952,2017-11-14,1,Approved,62
326,1745,2017-01-20,0,Approved,55
327,40,2017-05-09,1,Approved,1
328,372,2017-10-17,1,Approved,98
329,1627,2017-08-11,1,Approved,79
330,444,2017-11-15,0,Approved,1
331,217,2017-05-23,0,Approved,61
332,1656,2017-08-02,1,Approved,71
333,485,2017-12-16,1,Approved,58
334,2252,2017-02-21,0,Approved,86
335,3103,2017-11-01,0,Approved,95
336,506,2017-10-05,1,Approved,55
337,1615,2017-10-30,0,Approved,82
338,1881,2017-01-02,1,Approved,32
339,2903,2017-12-04,1,Approved,65
340,1274,2017-12-16,0,Approved,49
341,1443,2017-08-27,0,Approved,1
342,2091,2017-03-14,0,Approved,24
343,1478,2017-03-11,0,Approved,61
344,1493,2017-07-09,0,Approved,7
345,1614,2017-03-21,0,Approved,84
346,476,2017-07-19,0,Approved,48
347,1777,2017-04-12,1,Approved,16
348,940,2017-08-11,0,Approved,40
349,2930,2017-10-20,1,Approved,100
350,2354,2017-10-26,1,Approved,27
351,1582,2017-06-15,0,Approved,59
352,416,2017-06-19,0,Approved,34
353,1013,2017-04-20,1,Approved,18
354,533,2017-11-14,0,Approved,83
355,968,2017-03-22,1,Approved,82
356,727,2017-07-09,1,Approved,88
357,1160,2017-04-13,0,Approved,77
358,3425,2017-12-06,1,Approved,6
359,1614,2017-11-10,1,Approved,10
360,2140,2017-04-26,1,Approved,69
361,2589,2017-01-31,0,Approved,15
362,2920,2017-09-22,1,Approved,7
363,62,2017-08-14,1,Approved,73
364,1112,2017-09-13,0,Approved,32
365,1995,2017-05-03,1,Approved,39
366,1965,2017-08-22,0,Approved,28
367,1614,2017-03-10,0,Approved,0
368,366,2017-01-24,1,Approved,25
369,2682,2017-07-29,0,Approved,32
370,2993,2017-08-03,1,Approved,78
371,1887,2017-08-28,0,Approved,44
372,1692,2017-08-16,1,Approved,56
373,1927,2017-06-24,0,Approved,1
374,2567,2017-03-07,0,Approved,15
375,3276,2017-07-05,1,Approved,17
376,1808,2017-02-09,0,Approved,0
377,2368,2017-10-17,0,Approved,7
378,470,2017-10-27,0,Approved,53
379,3270,2017-03-03,0,Approved,20
380,1683,2017-08-20,1,Approved,3
381,880,2017-09-18,1,Approved,14
382,309,2017-12-02,1,Approved,83
383,1698,2017-11-28,1,Approved,39
384,1434,2017-08-28,0,Approved,67
385,2712,2017-05-14,0,Approved,40
386,892,2017-10-01,0,Approved,13
387,832,2017-10-15,1,Approved,100
388,1033,2017-05-03,1,Approved,35
389,2834,2017-02-15,1,Approved,17
390,3015,2017-01-04,0,Approved,79
391,3484,2017-10-12,0,Approved,86
392,2775,2017-03-19,0,Approved,9
393,1208,2017-08-30,1,Approved,58
394,2109,2017-06-29,0,Approved,58
395,3195,2017-10-12,1,Approved,43
396,3366,2017-06-27,1,Approved,88
397,2492,2017-02-27,0,Approved,15
398,389,2017-03-12,1,Approved,6
399,1306,2017-12-18,0,Approved,83
400,552,2017-07-24,1,Approved,0
401,3009,2017-05-05,0,Approved,82
402,2925,2017-06-14,0,Approved,88
403,140,2017-02-17,0,Approved,14
404,209,2017-09-14,1,Approved,67
405,225,2017-06-19,0,Approved,76
406,1595,2017-04-17,0,Approved,0
407,2559,2017-06-14,1,Approved,0
408,769,2017-12-11,0,Approved,18
409,1282,2017-05-08,0,Approved,23
410,2377,2017-03-07,0,Approved,82
411,3355,2017-12-30,0,Approved,62
412,2350,2017-05-11,1,Approved,20
413,720,2017-09-09,0,Approved,60
414,3249,2017-02-02,1,Approved,65
415,2939,2017-10-01,1,Approved,76
416,1035,2017-11-03,1,Approved,17
417,492,2017-10-02,0,Approved,73
418,3100,2017-12-10,1,Approved,39
419,1586,2017-04-19,0,Approved,34
420,31,2017-05-25,1,Approved,97
421,887,2017-04-28,0,Approved,9
422,3356,2017-08-26,0,Approved,11
423,2498,2017-09-15,1,Approved,82
424,3415,2017-03-03,1,Approved,96
425,2828,2017-09-06,0,Approved,28
426,3117,2017-04-24,1,Approved,39
427,2850,2017-11-19,0,Approved,70
428,2779,2017-11-30,1,Approved,62
429,683,2017-12-15,0,Approved,84
430,2342,2017-10-26,0,Approved,21
431,3388,2017-02-12,0,Approved,7
432,1968,2017-06-19,1,Approved,79
433,2923,2017-12-17,1,Approved,39
434,15,2017-03-10,0,Approved,67
435,2659,2017-07-22,1,Approved,4
436,3417,2017-09-26,1,Approved,96
437,1862,2017-08-27,1,Approved,13
438,1670,2017-04-17,0,Approved,76
439,2126,2017-12-05,1,Approved,33
440,2702,2017-10-20,1,Approved,54
441,125,2017-02-25,1,Approved,93
442,750,2017-04-24,1,Approved,63
443,359,2017-01-25,0,Approved,52
444,2820,2017-09-10,0,Approved,33
445,850,2017-11-25,1,Approved,65
446,3072,2017-05-23,0,Approved,50
447,820,2017-06-23,0,Approved,0
448,919,2017-09-28,1,Approved,4
449,1250,2017-03-31,0,Approved,26
450,1655,2017-05-01,0,Approved,5
451,1194,2017-12-02,1,Approved,29
452,234,2017-03-20,0,Approved,80
453,724,2017-11-22,0,Approved,9
454,1976,2017-05-03,0,Approved,9
455,193,2017-08-16,1,Approved,24
456,1588,2017-01-30,1,Approved,84
457,290,2017-10-10,0,Approved,100
458,167,2017-03-25,0,Approved,7
459,2821,2017-04-29,1,Approved,51
460,1201,2017-08-07,0,Approved,21
461,893,2017-07-09,0,Approved,46
462,2794,2017-09-05,1,Approved,62
463,3166,2017-07-14,1,Approved,96
464,1422,2017-10-13,0,Approved,81
465,3476,2017-04-17,0,Approved,31
466,505,2017-06-24,1,Approved,13
467,1132,2017-10-15,0,Approved,59
468,2363,2017-11-02,1,Approved,53
469,1816,2017-10-11,0,Approved,12
470,73,2017-04-30,0,Approved,18
471,647,2017-01-21,1,Approved,18
472,1304,2017-02-09,1,Approved,2
473,344,2017-11-11,0,Approved,25
474,1001,2017-10-07,1,Approved,18
475,2724,2017-08-10,0,Approved,16
476,1787,2017-08-19,1,Approved,21
477,367,2017-02-12,0,Approved,73
478,524,2017-01-18,1,Approved,98
479,479,2017-09-08,1,Approved,69
480,1782,2017-04-17,1,Approved,52
481,361,2017-03-15,1,Approved,16
482,1135,2017-04-22,0,Approved,17
483,1591,2017-02-15,1,Approved,59
484,941,2017-05-04,1,Approved,3
485,804,2017-03-17,0,Approved,87
486,2729,2017-07-24,1,Approved,25
487,223,2017-02-15,1,Approved,27
488,1571,2017-09-09,1,Approved,10
489,2747,2017-01-25,0,Approved,82
490,506,2017-04-12,1,Approved,11
491,2676,2017-12-10,1,Approved,32
492,547,2017-01-11,1,Approved,90
493,2623,2017-12-03,1,Approved,44
494,1509,2017-11-16,1,Approved,92
495,479,2017-08-09,1,Approved,21
496,661,2017-11-08,0,Approved,0
497,1854,2017-12-30,1,Approved,62
498,125,2017-05-29,0,Approved,72
499,1037,2017-07-19,0,Approved,22
500,1446,2017-02-02,1,Approved,79
501,2810,2017-07-25,1,Approved,28
502,500,2017-06-13,1,Approved,77
503,2468,2017-08-07,1,Approved,87
504,1785,2017-03-10,0,Approved,5
505,2560,2017-07-09,0,Approved,66
506,1853,2017-12-04,0,Approved,66
507,3468,2017-09-02,1,Approved,71
508,3389,2017-03-24,0,Approved,91
509,3015,2017-07-28,0,Approved,17
510,3073,2017-04-23,1,Approved,85
511,683,2017-07-04,1,Approved,24
512,1020,2017-10-02,1,Approved,62
513,1052,2017-11-29,0,Approved,0
514,1679,2017-01-02,1,Approved,57
515,3330,2017-11-18,0,Approved,53
516,1591,2017-05-03,0,Approved,43
517,311,2017-01-01,1,Approved,77
518,1996,2017-11-25,0,Approved,84
519,997,2017-10-19,1,Approved,77
520,1276,2017-09-21,0,Approved,88
521,693,2017-02-18,0,Approved,92
522,3013,2017-01-26,0,Approved,7
523,2234,2017-01-07,1,Approved,84
524,1171,2017-02-10,1,Approved,99
525,1849,2017-04-27,0,Approved,37
526,827,2017-04-02,1,Approved,20
527,1499,2017-08-27,1,Approved,14
528,2233,2017-05-04,1,Approved,42
529,103,2017-06-03,1,Approved,6
530,1202,2017-03-31,0,Approved,62
531,1494,2017-06-10,1,Approved,22
532,1559,2017-10-15,1,Approved,77
533,3381,2017-02-09,0,Approved,57
534,1517,2017-04-08,0,Approved,14
535,776,2017-10-28,1,Approved,30
536,1018,2017-12-03,1,Approved,36
537,3280,2017-08-18,1,Approved,4
538,1042,2017-03-23,0,Approved,74
539,1312,2017-09-04,1,Approved,38
540,682,2017-09-02,1,Approved,40
541,1499,2017-04-13,1,Approved,80
542,1555,2017-07-08,0,Approved,96
543,246,2017-12-03,0,Approved,45
544,2734,2017-05-19,1,Approved,0
545,2336,2017-05-19,0,Approved,45
546,2391,2017-08-21,1,Approved,73
547,2139,2017-06-26,1,Approved,94
548,867,2017-03-06,1,Approved,89
549,543,2017-01-25,0,Approved,1
550,2839,2017-09-05,0,Approved,77
551,3382,2017-10-15,1,Approved,0
552,333,2017-11-30,1,Approved,21
553,2826,2017-10-22,0,Approved,96
554,1707,2017-01-31,0,Approved,12
555,1198,2017-05-08,1,Approved,90
556,359,2017-09-04,0,Approved,91
557,170,2017-01-16,1,Approved,54
558,3481,2017-02-22,0,Approved,0
559,3104,2017-03-21,0,Approved,20
560,695,2017-01-10,0,Approved,7
561,2298,2017-01-01,0,Approved,65
562,753,2017-09-23,0,Approved,53
563,3071,2017-04-05,0,Approved,97
564,1913,2017-11-18,1,Approved,45
565,2633,2017-09-23,0,Approved,65
566,178,2017-11-28,0,Approved,90
567,252,2017-03-09,0,Approved,12
568,1032,2017-08-04,1,Approved,10
569,1094,2017-05-08,0,Approved,76
570,1396,2017-12-21,1,Approved,68
571,1186,2017-08-20,0,Approved,2
572,2770,2017-01-27,1,Approved,4
573,2271,2017-07-06,0,Approved,89
574,2518,2017-01-25,1,Approved,89
575,3197,2017-06-26,1,Approved,18
576,2538,2017-02-26,0,Approved,66
577,149,2017-05-04,0,Approved,1
578,1579,2017-10-13,1,Approved,63
579,1979,2017-05-31,1,Approved,51
580,1447,2017-04-13,1,Approved,66
581,2618,2017-12-19,0,Approved,52
582,1224,2017-08-03,1,Approved,9
583,3053,2017-04-16,0,Approved,0
584,1019,2017-09-13,1,Cancelled,43
585,1677,2017-03-22,0,Approved,56
586,1047,2017-04-14,1,Approved,95
587,1320,2017-08-14,0,Approved,82
588,823,2017-08-30,1,Approved,44
589,854,2017-10-04,0,Approved,7
590,1141,2017-02-16,1,Approved,0
591,1574,2017-07-23,0,Approved,87
592,132,2017-03-21,0,Approved,31
593,1399,2017-12-14,1,Approved,20
594,2118,2017-08-17,0,Approved,2
595,825,2017-01-12,0,Approved,84
596,1691,2017-02-01,0,Approved,86
597,345,2017-08-13,0,Approved,12
598,1665,2017-01-03,1,Approved,15
599,1059,2017-12-08,1,Approved,45
600,964,2017-06-24,0,Approved,0
601,1466,2017-11-27,1,Approved,76
602,3477,2017-08-23,1,Approved,89
603,3318,2017-05-12,1,Approved,52
604,2490,2017-03-04,1,Approved,96
605,3023,2017-03-23,0,Approved,0
606,2878,2017-12-30,0,Approved,70
607,2754,2017-05-28,1,Approved,48
608,266,2017-09-14,0,Approved,65
609,1409,2017-03-29,0,Approved,74
610,3482,2017-10-20,0,Approved,85
611,368,2017-12-06,1,Approved,85
612,3275,2017-07-20,0,Approved,2
613,904,2017-03-03,0,Approved,91
614,2536,2017-03-08,1,Approved,24
615,375,2017-07-22,1,Approved,81
616,2694,2017-07-13,1,Approved,9
617,3285,2017-08-12,0,Approved,12
618,3016,2017-06-27,1,Approved,79
619,3493,2017-03-16,0,Approved,12
620,864,2017-06-22,0,Approved,89
621,2510,2017-03-27,0,Approved,62
622,3097,2017-10-14,0,Approved,89
623,2156,2017-03-01,0,Approved,94
624,1600,2017-08-12,0,Approved,0
625,2033,2017-09-15,0,Approved,82
626,1999,2017-06-12,0,Approved,34
627,968,2017-01-20,0,Approved,90
628,2060,2017-02-17,1,Approved,3
629,2569,2017-03-11,0,Approved,100
630,2853,2017-10-10,1,Approved,92
631,818,2017-11-20,0,Approved,3
632,3164,2017-09-10,1,Approved,62
633,2211,2017-09-10,1,Approved,49
634,2069,2017-04-29,0,Approved,83
635,2296,2017-08-31,1,Approved,41
636,2836,2017-07-02,0,Approved,35
637,524,2017-02-14,0,Approved,96
638,1436,2017-02-11,0,Approved,95
639,482,2017-04-17,0,Approved,21
640,760,2017-09-05,0,Approved,95
641,757,2017-10-19,0,Approved,93
642,1570,2017-09-05,0,Approved,30
643,3245,2017-09-28,0,Approved,0
644,1841,2017-08-20,0,Approved,97
645,3039,2017-04-27,0,Approved,99
646,2590,2017-10-12,0,Approved,3
647,2175,2017-03-05,1,Approved,54
648,485,2017-10-16,1,Approved,84
649,606,2017-11-01,0,Approved,53
650,761,2017-04-26,0,Approved,42
651,3154,2017-03-11,0,Approved,64
652,1739,2017-10-23,1,Approved,4
653,2700,2017-06-28,1,Approved,26
654,1775,2017-06-17,0,Approved,56
655,46,2017-05-12,0,Approved,8
656,3470,2017-12-28,0,Approved,26
657,3190,2017-02-21,1,Approved,22
658,3076,2017-06-04,0,Approved,30
659,2240,2017-04-18,1,Approved,0
660,2814,2017-12-17,0,Approved,87
661,29,2017-09-16,0,Approved,87
662,2072,2017-07-26,0,Approved,41
663,2486,2017-05-15,1,Approved,71
664,2383,2017-01-21,1,Approved,100
665,759,2017-10-09,1,Approved,35
666,2777,2017-02-16,1,Approved,62
667,3109,2017-06-14,0,Approved,72
668,3190,2017-03-03,0,Approved,69
669,3420,2017-04-07,0,Approved,68
670,112,2017-01-29,0,Approved,5
671,2874,2017-04-09,0,Approved,67
672,940,2017-05-22,1,Approved,32
673,1952,2017-07-08,1,Approved,61
674,1618,2017-12-02,1,Approved,69
675,1817,2017-07-05,1,Approved,0
676,1665,2017-06-26,0,Approved,30
677,2609,2017-07-02,0,Approved,0
678,626,2017-08-06,0,Approved,61
679,693,2017-12-20,1,Approved,74
680,2151,2017-01-31,1,Approved,32
681,3085,2017-12-05,1,Approved,75
682,1747,2017-06-23,0,Approved,34
683,2095,2017-12-10,0,Approved,73
684,1289,2017-12-19,0,Approved,99
685,2347,2017-08-20,0,Approved,34
686,1762,2017-06-19,0,Approved,54
687,1374,2017-05-16,0,Approved,66
688,836,2017-08-01,0,Approved,40
689,2310,2017-12-13,1,Approved,88
690,1371,2017-11-18,0,Approved,15
691,1385,2017-03-21,0,Approved,8
692,2744,2017-07-11,0,Approved,36
693,2999,2017-01-24,1,Approved,8
694,294,2017-06-15,1,Approved,0
695,1282,2017-11-22,0,Approved,78
696,1400,2017-07-06,0,Approved,64
697,2285,2017-11-21,0,Approved,29
698,623,2017-07-02,1,Approved,88
699,1535,2017-08-13,0,Approved,60
700,2153,2017-08-02,1,Approved,58
701,2477,2017-11-20,0,Approved,51
702,2368,2017-01-05,1,Approved,54
703,211,2017-10-02,1,Approved,24
704,1874,2017-08-01,0,Approved,0
705,2243,2017-03-26,0,Approved,50
706,1329,2017-01-05,1,Approved,54
